travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID,Images
1213,11,Gwalior,Puri,11-06-2020,Hotel Sonar Bangla,3,Executive,5910,2,1,2,11820,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,23640,13-06-2020,PURI5,https://tse1.mm.bing.net/th?q=Hotel+Sonar+Bangla+Puri
1220,11,Kolkata,Thiruvananthapuram,30-07-2020,Hilton Garden Inn Trivandrum,5,Suite,15364,4,1,3,46092,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",7,322644,06-08-2020,THIR2,https://tse1.mm.bing.net/th?q=Hilton+Garden+Inn+Trivandrum+Thiruvananthapuram
1222,11,Navi Mumbai,Puri,14-08-2020,Hotel Holiday Resort,3,Executive,5394,3,1,2,10788,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,75516,21-08-2020,PURI3,https://tse1.mm.bing.net/th?q=Hotel+Holiday+Resort+Puri
1226,11,Nashik,Gangtok,10-09-2020,WelcomHeritage Denzong Regency,4,Executive,9004,1,2,1,9004,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,9004,11-09-2020,GANG5,https://tse1.mm.bing.net/th?q=WelcomHeritage+Denzong+Regency+Gangtok
1227,11,Coimbatore,Puducherry,17-09-2020,The Promenade,4,Executive,6887,3,3,3,20661,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,123966,23-09-2020,PUDU2,https://tse1.mm.bing.net/th?q=The+Promenade+Puducherry
1238,11,Jaipur,Visakhapatnam,03-12-2020,Fairfield by Marriott Visakhapatnam,4,Deluxe,7426,3,3,3,22278,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",6,133668,09-12-2020,VISA2,https://tse1.mm.bing.net/th?q=Fairfield+by+Marriott+Visakhapatnam+Visakhapatnam
1250,11,Mopa,Ayodhya,25-02-2021,Hotel Tulsi,3,Suite,6627,4,0,2,13254,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",3,39762,28-02-2021,AYOD9,https://tse1.mm.bing.net/th?q=Hotel+Tulsi+Ayodhya  
1252,11,Pune,Varanasi,11-03-2021,Ramada Plaza JHV Varanasi,5,Executive,10608,4,3,4,42432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,169728,15-03-2021,VARA3,https://tse1.mm.bing.net/th?q=Ramada+Plaza+JHV+Varanasi+Varanasi
1255,11,Amritsar,Dehradun,01-04-2021,Hotel KSS Inn,3,Executive,4382,1,0,1,4382,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,4382,02-04-2021,DEHR5,https://tse1.mm.bing.net/th?q=Hotel+KSS+Inn+Dehradun
1257,11,Delhi NCR,Thiruvananthapuram,15-04-2021,Uday Suites,4,Executive,7683,4,2,3,23049,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",1,23049,16-04-2021,THIR5,https://tse1.mm.bing.net/th?q=Uday+Suites+Thiruvananthapuram
1262,11,Itanagar,Pune,20-05-2021,Hotel Aurora Towers,3,Deluxe,5262,3,0,2,10524,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,10524,21-05-2021,PUNE10,https://tse1.mm.bing.net/th?q=Hotel+Aurora+Towers+Pune
1263,11,Khowai,Chennai,27-05-2021,The Leela Palace Chennai,5,Executive,12860,1,0,1,12860,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",4,51440,31-05-2021,CHEN4,https://tse1.mm.bing.net/th?q=The+Leela+Palace+Chennai
1268,11,Hyderabad,Puducherry,01-07-2021,Anandha Inn Convention Centre and Suites,3,Deluxe,5320,1,1,1,5320,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,21280,05-07-2021,PUDU6,https://tse1.mm.bing.net/th?q=Anandha+Inn+Convention+Centre+and+Suites+Puducherry
1270,11,Mopa,Bhopal,15-07-2021,The Residency,4,Executive,7528,4,1,3,22584,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,45168,17-07-2021,BHOP4,https://tse1.mm.bing.net/th?q=The+Residency+Bhopal  
1271,11,Mopa,Indore,22-07-2021,Fairfield by Marriott Indore,4,Executive,6887,3,1,2,13774,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",4,55096,26-07-2021,INDO5,https://tse1.mm.bing.net/th?q=Fairfield+by+Marriott+Indore
1274,11,Ranchi,Amritsar,12-08-2021,Hotel Shiraz Castle,3,Executive,5173,2,1,2,10346,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,62076,18-08-2021,AMRI9,https://tse1.mm.bing.net/th?q=Hotel+Shiraz+Castle+Amritsar  
1276,11,Dehradun,Gwalior,26-08-2021,Hotel Gwalior Regency,3,Deluxe,3641,3,3,3,10923,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,65538,01-09-2021,GWAL8,https://tse1.mm.bing.net/th?q=Hotel+Gwalior+Regency
1278,11,Bengaluru,Pune,09-09-2021,Marriott Suites Pune,5,Suite,14330,1,1,1,14330,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",7,100310,16-09-2021,PUNE5,https://tse1.mm.bing.net/th?q=Marriott+Suites+Pune+Pune
1280,11,Hyderabad,Khowai,23-09-2021,Hotel Sonar Tori,3,Executive,6122,2,0,1,6122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,18366,26-09-2021,KHOW1,https://tse1.mm.bing.net/th?q=Hotel+Sonar+Tori+Khowai
1281,11,Delhi NCR,Ranchi,10-01-2021,Capitol Hill,4,Suite,9338,4,3,4,37352,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,186760,15-01-2021,RANC2,https://tse1.mm.bing.net/th?q=Capitol+Hill+Ranchi
1282,11,Patna,Guwahati,07-10-2021,Kiranshree Grand,4,Suite,8800,4,3,4,35200,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,176000,12-10-2021,GUWA7,https://tse1.mm.bing.net/th?q=Kiranshree+Grand+Guwahati
1283,11,Kullu-Manali,Srinagar,14-10-2021,Hotel Kashmir Inn,3,Executive,4087,1,2,1,4087,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,4087,15-10-2021,SRIN5,https://tse1.mm.bing.net/th?q=Hotel+Kashmir+Inn+Srinagar
1289,11,Ayodhya,Hyderabad,25-11-2021,Taj Falaknuma Palace,5,Executive,12484,2,0,1,12484,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",6,74904,01-12-2021,HYDE1,https://tse1.mm.bing.net/th?q=Taj+Falaknuma+Palace+Hyderabad
1290,11,Guwahati,Tirupati,02-12-2021,Marasa Sarovar Premiere,5,Deluxe,9771,2,1,2,19542,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",5,97710,07-12-2021,TIRU1,https://tse1.mm.bing.net/th?q=Marasa+Sarovar+Premiere+Tirupati
1292,11,Mopa,Udaipur,16-12-2021,Hotel Mandovin,3,Deluxe,5068,3,2,3,15204,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,76020,21-12-2021,UDAI6,https://tse1.mm.bing.net/th?q=Hotel+Mandovin+Udaipur
1294,11,Kota,Gwalior,30-12-2021,Ramaya Hotel,3,Deluxe,4208,1,1,1,4208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,21040,04-01-2022,GWAL3,https://tse1.mm.bing.net/th?q=Ramaya+Hotel+Gwalior
1299,11,Chandigarh,Diu,03-02-2022,Hotel Relax Inn,3,Deluxe,5397,1,0,1,5397,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,21588,07-02-2022,DIU5,https://tse1.mm.bing.net/th?q=Hotel+Relax+Inn+Diu
1301,11,Patna,Bengaluru,17-02-2022,Clarks Exotica Convention Resort & Spa,5,Suite,14733,4,0,2,29466,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",6,176796,23-02-2022,BENG3,https://tse1.mm.bing.net/th?q=Clarks+Exotica+Convention+Resort+%26+Spa+Bengaluru  
1303,11,Jamshedpur,Prayagraj,03-03-2022,Hotel Ravisha Continental,3,Executive,4880,4,3,4,19520,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,136640,10-03-2022,PRAY8,https://tse1.mm.bing.net/th?q=Hotel+Ravisha+Continental+Prayagraj
1316,11,Bhopal,Delhi NCR,02-06-2022,"Red Fox Hotel, Delhi Airport",3,Executive,5388,3,2,3,16164,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,96984,08-06-2022,DELH9,https://tse1.mm.bing.net/th?q=Red+Fox+Hotel+Delhi+Airport
1319,11,Kolkata,Raigarh,24-06-2022,Hotel Shyam,2,Deluxe,2609,1,0,1,2609,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,2609,25-06-2022,RAIG7,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
1322,11,Bhopal,Patna,14-07-2022,Hotel Windsor,3,Deluxe,4166,3,3,3,12498,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",5,62490,19-07-2022,PATN9,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
1325,11,Shimla,Chandigarh,04-08-2022,JW Marriott Hotel Chandigarh,5,Deluxe,9816,2,1,2,19632,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",5,98160,09-08-2022,CHAN1,https://tse1.mm.bing.net/th?q=JW+Marriott+Hotel+Chandigarh
1327,11,Raipur,Gangtok,19-08-2022,Mayfair Spa Resort & Casino,5,Deluxe,10056,3,2,3,30168,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",5,150840,24-08-2022,GANG2,https://tse1.mm.bing.net/th?q=Mayfair+Spa+Resort+&+Casino+Gangtok
1328,11,Varanasi,Bhubaneswar,25-08-2022,Trident Bhubaneswar,5,Executive,11106,1,2,1,11106,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,77742,01-09-2022,BHUB2,https://tse1.mm.bing.net/th?q=Trident+Bhubaneswar
1334,11,Ahmedabad,Visakhapatnam,06-10-2022,Best Western Plus Tejvivaan,4,Executive,8148,1,1,1,8148,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,16296,08-10-2022,VISA3,https://tse1.mm.bing.net/th?q=Best+Western+Plus+Tejvivaan+Visakhapatnam
1349,11,Bhopal,Bilaspur,19-01-2023,Hotel Anand,2,Deluxe,2554,1,1,1,2554,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,5108,21-01-2023,BILA9,https://tse1.mm.bing.net/th?q=Hotel+Anand+Bilaspur
1350,11,Mumbai,Jaipur,26-01-2023,The Lalit Jaipur,5,Suite,15207,3,1,2,30414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",4,121656,30-01-2023,JAIP1,https://tse1.mm.bing.net/th?q=The+Lalit+Jaipur+Jaipur
1357,11,Kota,Chandigarh,16-03-2023,"Lemon Tree Hotel, Chandigarh",4,Executive,8354,4,0,2,16708,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,100248,22-03-2023,CHAN6,https://tse1.mm.bing.net/th?q=Lemon+Tree+Hotel+Chandigarh
1362,11,Raipur,Raigarh,20-04-2023,Hotel Relax,1,Suite,2974,3,3,3,8922,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",1,8922,21-04-2023,RAIG10,https://tse1.mm.bing.net/th?q=Hotel+Relax+Raigarh
1365,11,Coimbatore,Ayodhya,11-05-2023,Hotel Tulsi,3,Executive,5743,1,1,1,5743,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,17229,14-05-2023,AYOD9,https://tse1.mm.bing.net/th?q=Hotel+Tulsi+Ayodhya  
1368,12,Jamshedpur,Delhi NCR,26-09-2019,Holiday Inn New Delhi International Airport,4,Deluxe,7272,4,2,3,21816,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,152712,03-10-2019,DELH3,https://tse1.mm.bing.net/th?q=Holiday+Inn+New+Delhi+International+Airport
1369,12,Prayagraj,Puri,03-10-2019,Hotel Gandhara,2,Deluxe,3223,4,0,2,6446,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,25784,07-10-2019,PURI7,https://tse1.mm.bing.net/th?q=Hotel+Gandhara+Puri
1371,12,Vadodara,Shimla,17-10-2019,Clarkes Hotel,4,Executive,7661,4,1,3,22983,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",2,45966,19-10-2019,SHIM3,https://tse1.mm.bing.net/th?q=Clarkes+Hotel+Shimla
1378,12,Kolkata,Raigarh,05-12-2019,Hotel Trinity Grand,3,Deluxe,4931,1,0,1,4931,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",5,24655,10-12-2019,RAIG1,https://tse1.mm.bing.net/th?q=Hotel+Trinity+Grand+Raigarh
1380,12,Srinagar,Vadodara,19-12-2019,Sayaji Hotel Vadodara,4,Deluxe,7693,4,0,2,15386,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",7,107702,26-12-2019,VADO5,https://tse1.mm.bing.net/th?q=Sayaji+Hotel+Vadodara+Vadodara
1383,12,Prayagraj,Puri,09-01-2020,Sterling Puri,4,Executive,7059,3,1,2,14118,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",7,98826,16-01-2020,PURI6,https://tse1.mm.bing.net/th?q=Sterling+Puri+Puri
1388,12,Bengaluru,Mysuru,13-02-2020,Radisson Blu Plaza Hotel Mysore,5,Executive,10730,2,2,2,21460,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",4,85840,17-02-2020,MYS1,https://tse1.mm.bing.net/th?q=Radisson+Blu+Plaza+Hotel+Mysore+Mysuru
1389,12,Itanagar,Dehradun,20-02-2020,Naturoville Wellness,4,Suite,7773,3,1,2,15546,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",5,77730,25-02-2020,DEHR6,https://tse1.mm.bing.net/th?q=Naturoville+Wellness+Dehradun
1391,12,Ayodhya,Kullu-Manali,05-03-2020,Snow Valley Resorts,3,Executive,5860,2,2,2,11720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",4,46880,09-03-2020,KULL4,https://tse1.mm.bing.net/th?q=Snow+Valley+Resorts+Kullu-Manali
1396,12,Jamshedpur,Shillong,09-04-2020,Hotel Centre Point,3,Suite,5498,2,0,1,5498,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,10996,11-04-2020,SHIL4,https://tse1.mm.bing.net/th?q=Hotel+Centre+Point+Shillong
1397,12,Varanasi,Coimbatore,16-04-2020,Radisson Blu Hotel Coimbatore,5,Suite,13788,2,3,2,27576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",2,55152,18-04-2020,COIM2,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Coimbatore
1398,12,Diu,Chennai,23-04-2020,The Park Chennai,5,Suite,16389,4,1,3,49167,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",6,295002,29-04-2020,CHEN6,https://tse1.mm.bing.net/th?q=The+Park+Chennai
1400,12,Ayodhya,Guwahati,07-06-2020,Hotel Rajmahal,3,Executive,3995,2,0,1,3995,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,11985,10-06-2020,GUWA9,https://tse1.mm.bing.net/th?q=Hotel+Rajmahal+Guwahati
1404,12,Shillong,Bhopal,04-06-2020,Hotel Arch Manor Deluxe,3,Suite,4636,1,2,1,4636,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,27816,10-06-2020,BHOP7,https://tse1.mm.bing.net/th?q=Hotel+Arch+Manor+Deluxe+Bhopal
1405,12,Jaipur,Delhi NCR,11-06-2020,Ibis New Delhi Aerocity,3,Executive,5308,2,0,1,5308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,21232,15-06-2020,DELH10,https://tse1.mm.bing.net/th?q=Ibis+New+Delhi+Aerocity
1407,12,Dabolim,Puducherry,25-06-2020,Le Dupleix,4,Suite,8412,3,1,2,16824,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",7,117768,02-07-2020,PUDU3,https://tse1.mm.bing.net/th?q=Le+Dupleix+Puducherry
1408,12,Khowai,Puducherry,02-07-2020,The Richmond,3,Suite,7398,1,2,1,7398,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",1,7398,03-07-2020,PUDU4,https://tse1.mm.bing.net/th?q=The+Richmond+Puducherry
1412,12,Dhubri,Gwalior,30-07-2020,Ramaya Hotel,3,Deluxe,4208,3,3,3,12624,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,88368,06-08-2020,GWAL3,https://tse1.mm.bing.net/th?q=Ramaya+Hotel+Gwalior
1414,12,Vadodara,Visakhapatnam,13-08-2020,Best Western Plus Tejvivaan,4,Deluxe,6895,3,2,3,20685,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,124110,19-08-2020,VISA3,https://tse1.mm.bing.net/th?q=Best+Western+Plus+Tejvivaan+Visakhapatnam
1415,12,Jaipur,Patna,20-08-2020,Hotel Republic,3,Suite,6988,1,0,1,6988,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",3,20964,23-08-2020,PATN7,https://tse1.mm.bing.net/th?q=Hotel+Republic+Patna
1417,12,Hisar,Gwalior,03-09-2020,Hotel The Vedas,3,Deluxe,4137,3,2,3,12411,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,62055,08-09-2020,GWAL1,https://tse1.mm.bing.net/th?q=Hotel+The+Vedas+Gwalior
1420,12,Surat,Ranchi,24-09-2020,Hotel The Raso,4,Executive,8600,1,1,1,8600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",6,51600,30-09-2020,RANC3,https://tse1.mm.bing.net/th?q=Hotel+The+Raso+Ranchi
1425,12,Ranchi,Bengaluru,29-10-2020,Regenta Inn by Royal Orchid Hotels,3,Deluxe,4551,3,3,3,13653,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,27306,31-10-2020,BENG6,https://tse1.mm.bing.net/th?q=Regenta+Inn+by+Royal+Orchid+Hotels+Bengaluru  
1429,12,Raigarh,Mopa,26-11-2020,Hotel Sea View,2,Suite,4382,3,2,3,13146,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,92022,03-12-2020,MOPA7,https://tse1.mm.bing.net/th?q=Hotel+Sea+View+Mopa
1431,12,Hyderabad,Bhubaneswar,10-12-2020,Hotel Hindusthan International Bhubaneswar,4,Deluxe,6226,1,2,1,6226,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,43582,17-12-2020,BHUB4,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Bhubaneswar
1435,12,Hisar,Dabolim,07-01-2021,Hotel Cliff,2,Executive,2885,4,2,3,8655,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,51930,13-01-2021,DABO5,https://tse1.mm.bing.net/th?q=Hotel+Cliff+Dabolim
1440,13,Raigarh,Itanagar,10-10-2019,Hotel SC Continental,3,Executive,5920,2,2,2,11840,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,59200,15-10-2019,ITAN3,https://tse1.mm.bing.net/th?q=Hotel+SC+Continental+Itanagar
1441,13,Kolkata,Jaipur,17-10-2019,Radisson Blu Jaipur,5,Suite,16020,1,1,1,16020,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",6,96120,23-10-2019,JAIP2,https://tse1.mm.bing.net/th?q=Radisson+Blu+Jaipur+Jaipur
1442,13,Dehradun,Hisar,24-10-2019,Hotel Midtown Grand,2,Suite,3416,3,2,3,10248,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,10248,25-10-2019,HISA7,https://tse1.mm.bing.net/th?q=Hotel+Midtown+Grand+Hisar
1443,13,Delhi NCR,Ranchi,31-10-2019,Radisson Blu Hotel Ranchi,5,Suite,15534,2,0,1,15534,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",2,31068,02-11-2019,RANC1,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Ranchi+Ranchi
1444,13,Jamshedpur,Surat,07-11-2019,Hotel Orange International,3,Suite,5316,3,2,3,15948,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,79740,12-11-2019,SURA8,https://tse1.mm.bing.net/th?q=Hotel+Orange+International+Surat
1445,13,Jamshedpur,Ranchi,14-11-2019,Hotel Green Acres,3,Suite,5942,3,2,3,17826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,17826,15-11-2019,RANC4,https://tse1.mm.bing.net/th?q=Hotel+Green+Acres+Ranchi
1447,13,Bhubaneswar,Patna,28-11-2019,Hotel Patliputra Exotica,4,Suite,8202,3,0,2,16404,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",2,32808,30-11-2019,PATN4,https://tse1.mm.bing.net/th?q=Hotel+Patliputra+Exotica+Patna
1453,13,Dhubri,Guwahati,09-01-2020,Hotel Atithi,3,Deluxe,4921,2,1,2,9842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,9842,10-01-2020,GUWA8,https://tse1.mm.bing.net/th?q=Hotel+Atithi+Guwahati
1454,13,Bhopal,Delhi NCR,16-01-2020,Roseate House New Delhi,5,Executive,10759,1,0,1,10759,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",5,53795,21-01-2020,DELH6,https://tse1.mm.bing.net/th?q=Roseate+House+New+Delhi
1456,13,Gwalior,Bhubaneswar,30-01-2020,Fortune Park Sishmo Bhubaneswar,4,Executive,8394,4,2,3,25182,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",6,151092,05-02-2020,BHUB5,https://tse1.mm.bing.net/th?q=Fortune+Park+Sishmo+Bhubaneswar
